article_id,label
0572998013,jean
0573331002,wool
0573444001,swimming_trunks
0577294041,envelope
0576104001,velvet
0577425005,stretcher
0579941003,wool
0576871002,velvet
0575528002,wool
0573814001,poncho
0579145001,wool
0573231003,wool
0575944001,sandal
0578626010,bulletproof_vest
0575156001,sweatshirt
0572325001,wool
0573085052,jean
0573530004,wool
0574500002,sweatshirt
0572573001,pajama
0575460001,wool
0575447004,wool
0578311006,pencil_box
0577666003,kimono
0577556001,wool
0574063001,wool
0576714002,sweatshirt
0570319036,wool
0570002055,mortarboard
0573085045,jean
0575533017,jersey
0571598004,wool
0570489001,wool
0570004028,wool
0575533001,jersey
0573416002,bulletproof_vest
0576224003,kimono
0570004026,jersey
0570282001,brassiere
0570002028,wool
0579475001,backpack
0572325006,wool
0571044002,wool
0570319054,wool
0577294001,Band_Aid
0573631003,jean
0573937001,jean
0572797002,jersey
0575523003,swimming_trunks
0575464004,wool
0571522001,overskirt
0570003032,mortarboard
0578825002,sweatshirt
0579637001,wool
0576897002,envelope
0572202002,sweatshirt
0573100001,wool
0572240001,leatherback_turtle
0571583001,backpack
0572904001,wool
0572836001,velvet
0578797001,sweatshirt
0570781003,swimming_trunks
0570279001,jean
0577402003,hair_slide
0579148005,stole
0575156002,overskirt
0579365003,diaper
0573716011,diaper
0576958005,jean
0570189003,jean
0579695005,wool
0577294034,quilt
0571598033,wool
0575293001,swimming_trunks
0573716050,jean
0576156001,wool
0577775001,cowboy_boot
0575542005,wallet
0577732001,swimming_trunks
0577425006,wool
0573230001,wool
0572859004,wool
0576653005,wool
0577468004,cuirass
0572480003,wool
0575495008,sarong
0578431002,wool
0579541009,cardigan
0571598014,pencil_box
0574211002,clog
0570319017,wool
0571765001,wool
0573608004,jean
0577725001,brassiere
0577648001,wool
0571436013,jersey
0572796012,jersey
0578382006,sweatshirt
0571369002,wool
0573631009,wallet
0574752009,envelope
0576579001,bulletproof_vest
0570463002,diaper
0570004009,jersey
0578630002,jersey
0576447003,wool
0579904001,pajama
0572942001,jean
0574399003,hair_slide
0574594002,necklace
0575158001,swimming_trunks
0577299002,swimming_trunks
0576716006,swimming_trunks
0578281002,hoopskirt
0577359006,pajama
0575916001,Loafer
0579541089,wool
0574725002,wool
0577919002,jersey
0576775012,jean
0574304002,wool
0571961002,swimming_trunks
0570339001,poncho
0574243002,swimming_trunks
0574688003,sweatshirt
0577494018,miniskirt
0570759003,wool
0577202001,jersey
0579010007,wool
0571235001,wool
0571436001,jersey
0579119002,jean
0575955003,Loafer
0575533003,jersey
0575471001,wool
0573152024,jersey
0578433007,sweatshirt
0572325004,bulletproof_vest
0573669001,wool
0572400003,wool
0578711001,jean
0578342001,wool
0576782001,clog
0579105005,jean
0577512001,wool
0577529001,poncho
0570002088,jersey
0576134001,stole
0572494001,wool
0579010037,wool
0574984001,kimono
0571719001,bonnet
0577494001,swimming_trunks
0575339001,crane
0579751002,wool
0575156009,jersey
0573632001,wool
0572797037,wool
0573085040,jean
0576333002,wool
0577396001,jersey
0579165014,wool
0573190002,purse
0576656004,wool
0577250003,wool
0572796014,jersey
0578342004,poncho
0578374001,brassiere
0572262001,jersey
0570002007,wool
0575456002,velvet
0570447001,sunglass
0577542001,prayer_rug
0578133004,swimming_trunks
0573888001,handkerchief
0575529007,wool
0577379005,swimming_trunks
0578385001,clog
0575769002,wool
0572797011,wool
0577393001,wool
0573059002,velvet
0570463006,diaper
0573716049,jean
0571659010,pajama
0571048002,velvet
0573605004,sweatshirt
0571973001,wool
0570635001,trench_coat
0576112001,brassiere
0574258003,cardigan
0578234002,wool
0573152022,jersey
0570003005,jersey
0579125003,cardigan
0577494010,miniskirt
0576770003,wool
0576636002,trench_coat
0575533019,jersey
0579353004,jersey
0578846003,jean
0577294002,swimming_trunks
0571659015,poncho
0573284064,jersey
0574066001,jean
0576859004,mortarboard
0573605007,wool
0571319002,wool
0572128011,bulletproof_vest
0573211001,mailbag
0577246001,swimming_trunks
0576770001,jean
0579302007,brassiere
0573652002,jersey
0574282002,swimming_trunks
0572400028,sweatshirt
0577400001,stole
0576684001,jersey
0574682002,poncho
0570004047,jersey
0573677001,wool
0572546009,jean
0579954001,safety_pin
0570150001,hair_slide
0579165010,overskirt
0576107002,jersey
0577468012,apron
0579541095,wool
0577034004,brassiere
0572955012,jean
0570903001,wool
0572797056,bulletproof_vest
0578589008,sarong
0579715002,wool
0573872001,jean
0577494017,envelope
0573149004,bib
0572852001,miniskirt
0570474010,sweatshirt
0571436014,jersey
0576174002,swimming_trunks
0574109022,wool
0570002058,jersey
0575522005,swimming_trunks
0578626012,sweatshirt
0570004123,jersey
0570588001,jersey
0572797039,wool
0575522008,swimming_trunks
0575347003,parachute
0570885001,swimming_trunks
0570163002,mitten
0577498005,jersey
0575535007,jersey
0573284054,jersey
0577777001,clog
0576234001,wool
0572480005,wool
0573704003,bow_tie
0574106003,chain_mail
0572998007,jean
0577399001,jersey
0570450002,stole
0579160001,pajama
0574500004,poncho
0572791006,wool
0570319001,brassiere
0577444002,hair_slide
0572930001,wool
0570003055,jersey
0577253002,sweatshirt
0570759001,jean
0573414005,wool
0579715001,wool
0576117001,abaya
0573390001,mortarboard
0579366006,swimming_trunks
0576719002,wool
0573701001,chain_mail
0578293001,stole
0572400022,sweatshirt
0572280004,wool
0579368002,wallet
0573284061,jersey
0574228003,brassiere
0576692001,brassiere
0574874003,velvet
0570648001,mailbag
0579302005,brassiere
0570189006,jean
0578422004,wool
0579692006,wool
0578816005,knot
0577494012,wool
0578630003,trench_coat
0577249005,bath_towel
0570968001,wool
0578487013,wool
0579941002,jean
0572957007,kimono
0576775013,wool
0578250001,cardigan
0575461001,wool
0572399005,cardigan
0572517002,stole
0577175001,lab_coat
0577498001,jersey
0572797001,chain_mail
0570003076,jersey
0570003011,jersey
0572124001,jean
0572998004,jean
0577062001,hair_slide
0573326001,swimming_trunks
0570004005,wool
0572957022,Windsor_tie
0570189001,jean
0579504003,wool
0570002097,jersey
0577665001,cowboy_boot
0578714001,wool
0579695001,poncho
0574060002,wool
0570002100,jersey
0579010030,shovel
0570781008,handkerchief
0579010015,mailbag
0574424001,brassiere
0570033007,chain_mail
0579010012,wool
0575141005,hoopskirt
0577513006,velvet
0577249006,sweatshirt
0571598035,wool
0573669002,wool
0573059001,wool
0579399005,diaper
0576104002,velvet
0574607001,necklace
0575495009,wool
0572957009,swimming_trunks
0570319018,wool
0579777002,jean
0579838004,clog
0578487005,lab_coat
0579751005,wool
0577588002,shower_curtain
0578487011,wool
0571484002,brassiere
0570573002,wool
0572954005,clog
0578893010,poncho
0570319060,mortarboard
0570233001,swimming_trunks
0574109010,wool
0573085001,jean
0575533011,sweatshirt
0575156016,wool
0570003002,jersey
0573856001,jean
0570579007,wool
0572229001,jean
0570319003,swimming_trunks
0576338001,chain_mail
0577089002,brassiere
0579338002,wool
0572796013,jersey
0570033020,wool
0578471003,trench_coat
0574300001,envelope
0575154002,pajama
0572931002,wallet
0576342001,corkscrew
0573243001,hoopskirt
0570900001,buckle
0579296001,velvet
0579302018,brassiere
0577494005,doormat
0576144001,wool
0577627001,jean
0578752002,wool
0573740005,poncho
0573530003,wool
0571484007,brassiere
0578599008,cardigan
0573152016,jersey
0575522006,jean
0570474003,sweatshirt
0576218001,poncho
0571598048,wool
0574109023,wool
0575726001,wool
0579470001,wool
0570431001,hair_slide
0579847002,miniskirt
0572515001,pajama
0570322004,wool
0579395004,velvet
0577294035,panpipe
0578478003,safety_pin
0579010026,wool
0578630008,wool
0576773017,jean
0575487002,bib
0573547001,wool
0573284056,jersey
0571436021,jersey
0572270004,poncho
0577494015,miniskirt
0578317006,letter_opener
0574684002,velvet
0571484005,brassiere
0570319025,wool
0570232002,wool
0577521001,sweatshirt
0573595001,overskirt
0570746001,wool
0574109039,wool
0577912001,wool
0579833002,cardigan
0574282001,wool
0573237002,jersey
0573856023,jean
0571436011,jersey
0577245004,mitten
0572127015,sweatshirt
0570319043,wool
0570004124,wool
0578863001,rule
0577359005,pajama
0573631010,buckle
0571169001,wool
0579010034,wool
0578857001,jean
0570033017,chain_mail
0576262002,wool
0576897011,hamper
0573410004,bulletproof_vest
0578469004,trench_coat
0572691001,bib
0575347010,dishrag
0579845001,jean
0575004002,hair_slide
0575839004,poncho
0571594001,wool
0571334001,jean
0572128007,wool
0576653001,wool
0578534001,wallet
0570319015,handkerchief
0574605002,wool
0572155002,sweatshirt
0577425002,wool
0570003054,wool
0579504004,wool
0579837001,wool
0570002038,poncho
0572611002,jean
0579541053,wool
0571598038,doormat
0579372007,diaper
0577477003,wool
0572797009,bulletproof_vest
0573665003,Band_Aid
0576967001,wool
0578472001,wool
0575456006,wallet
0573013002,brassiere
0572402001,wool
0572957003,jean
0570892001,wool
0572325003,sweatshirt
0572998017,jean
0575839012,poncho
0575495001,wool
0570003031,wool
0573234001,mailbag
0576128001,wool
0577649001,jersey
0570002002,jersey
0577982001,hoopskirt
0570365001,wool
0573852003,cardigan
0570319029,wool
0579541087,wool
0578250003,pillow
0577574001,wool
0573150001,bulletproof_vest
0571452001,wool
0570896001,jean
0572533023,swimming_trunks
0572128005,wool
0577512009,chain_mail
0579365002,swimming_trunks
0573864007,swimming_trunks
0571998001,poncho
0570745001,trench_coat
0574804002,wool
0574289001,jean
0575447005,panpipe
0579692004,poncho
0570002008,wool
0575156014,sweatshirt
0574109014,wallet
0579302004,brassiere
0573284068,jersey
0578179003,doormat
0578752001,wool
0575482001,bulletproof_vest
0570319024,face_powder
0579941007,jean
0578621001,pajama
0578023001,wool
0571942001,bulletproof_vest
0574153001,wool
0572573002,swimming_trunks
0573937005,jean
0578590001,wool
0578630001,wool
0574801003,pajama
0570002096,jersey
0576656003,velvet
0572955016,swimming_trunks
0572804001,wool
0577478002,wool
0574804003,wool
0579589001,running_shoe
0573448001,jersey
0578420001,pajama
0573605024,wool
0576232001,wool
0570003021,jersey
0570003070,jersey
0572931001,jean
0573085034,jean
0574761001,wool
0577299001,breastplate
0570004120,jersey
0571436022,jersey
0572207020,sweatshirt
0573651005,bulletproof_vest
0578997006,wool
0570004118,wool
0578502001,sandal
0573085027,jean
0571198001,clog
0571436007,jersey
0573230004,wool
0574059002,wool
0573716013,chain_mail
0571436002,jersey
0576821002,overskirt
0570004069,jersey
0573149002,bulletproof_vest
0578311015,thunder_snake
0578893003,wool
0577294006,wallet
0577425022,electric_guitar
0577062002,paper_towel
0570004111,jersey
0572998012,swimming_trunks
0570002085,jersey
0571436018,jersey
0577638003,velvet
0579838002,clog
0576812002,hair_slide
0578051002,jersey
0575156033,dishrag
0570004061,jersey
0572524001,wool
0573212001,purse
0576417001,swimming_trunks
0575493001,swimming_trunks
0572957005,jean
0577294027,wallet
0570003026,jersey
0570004078,sweatshirt
0578479003,wool
0577512002,jersey
0575496004,swimming_trunks
0574987001,wool
0577302001,maillot
0577230003,wool
0577917001,cardigan
0579010038,wool
0578997005,wool
0579198001,miniskirt
0570111002,swimming_trunks
0576169001,jersey
0572277008,shower_cap
0573652004,jersey
0575316003,knee_pad
0574681002,wool
0570003007,jersey
0571083002,fur_coat
0572546008,jean
0572128001,pillow
0573439001,velvet
0570241003,jean
0574987004,poncho
0572158001,diaper
0575526001,wool
0577150001,wool
0574051001,poncho
0573716052,wool
0575533010,jersey
0575523002,wool
0578630013,jersey
0571479005,bath_towel
0577755001,jersey
0579366003,wool
0578317002,pencil_sharpener
0570002073,jersey
0570003067,mortarboard
0571436027,jersey
0579302006,brassiere
0574069002,wool
0573608006,jean
0579541004,wool
0579010041,Band_Aid
0572533001,sweatshirt
0570004029,jersey
0579541007,sweatshirt
0570002093,jersey
0572260001,wool
0575208002,poncho
0574689001,overskirt
0579372001,poncho
0570002050,jersey
0572233001,wool
0572507005,wool
0573285006,jersey
0579118004,jean
0573652005,wool
0579873001,abaya
0578433006,poncho
0577314001,wool
0577030005,wallet
0576910002,cardigan
0577006002,pencil_box
0575154001,jean
0576556001,wool
0573410001,wool
0575132001,wool
0572955004,swimming_trunks
0579010044,wool
0570367001,pajama
0573038001,velvet
0575769001,wool
0573282012,jersey
0570002014,jersey
0578474006,lab_coat
0577512007,bulletproof_vest
0572938001,jean
0579841001,jersey
0570319066,wool
0577301001,brassiere
0571436003,jersey
0575373004,wool
0574680001,jersey
0575519003,poncho
0572797043,bulletproof_vest
0576765002,jersey
0571224001,wool
0572998001,jean
0574258002,pajama
0571598046,swimming_trunks
0570004027,wool
0578293002,bonnet
0578113002,jean
0579165021,sweatshirt
0579222001,pajama
0570003069,mortarboard
0579169001,wool
0576998002,sweatshirt
0577314002,wool
0570002018,jersey
0577725002,velvet
0575347011,parachute
0573418002,wool
0578423001,overskirt
0578243006,bulletproof_vest
0572492002,wool
0570002095,spider_web
0577821001,apron
0572799007,wool
0574116001,cardigan
0570302001,clog
0578422002,wool
0577033007,envelope
0570189010,jean
0570002082,wool
0573605026,wool
0570474004,sweatshirt
0577507001,purse
0575533005,jersey
0573408002,wool
0577312001,bulletproof_vest
0578179002,purse
0574546001,wool
0570003082,jersey
0571520001,miniskirt
0573605025,sweatshirt
0572127018,wool
0577294019,jigsaw_puzzle
0574298001,pajama
0577648003,diaper
0572955003,jean
0578545001,doormat
0579010017,wool
0577327001,walking_stick
0570004108,wool
0571598050,wool
0570002020,wool
0576739001,swimming_trunks
0571430002,velvet
0579704001,sweatshirt
0579311001,jean
0574109015,wool
0574112007,wool
0570004119,wool
0574677002,wool
0574057004,velvet
0579541042,wool
0575521002,sweatshirt
0578876003,jersey
0579541031,wool
0579010039,wool
0570931001,wool
0579469001,abaya
0578630007,jersey
0575316007,knee_pad
0579504001,neck_brace
0570003019,jersey
0573856022,jean
0573152008,jersey
0577802001,diaper
0571962001,Loafer
0571877001,pajama
0579010022,Band_Aid
0571709004,jersey
0578860001,jersey
0573740004,wool
0574069008,sweatshirt
0573237004,jersey
0577444003,hair_slide
0579262003,miniskirt
0573830001,wool
0572582007,wool
0573390006,stole
0571503001,wool
0574109035,wool
0570338001,kimono
0574750005,sandal
0573237001,jersey
0579466001,velvet
0575714001,iron
0573424001,wool
0576333006,wool
0573282033,jersey
0571982016,jean
0575542014,jean
0579121001,jersey
0577375001,jean
0579541086,wool
0570003072,wool
0572202007,sweatshirt
0573421001,cardigan
0579454003,buckle
0579849001,miniskirt
0577425001,parachute
0579165001,lab_coat
0573608015,jean
0576910001,jean
0574874002,wool
0571223001,wool
0572472005,wool
0578020003,overskirt
0579165016,wool
0571556001,wool
0572797044,wool
0572386006,envelope
0576978001,bath_towel
0575839010,sweatshirt
0572280002,wool
0575673001,swimming_trunks
0577499001,hair_slide
0579119005,wool
0576775006,swimming_trunks
0577294005,wallet
0570799001,poncho
0571709003,wool
0578199001,wool
0578593001,wool
0579833003,wool
0574057002,sweatshirt
0571072001,velvet
0575347014,paper_towel
0572472001,wool
0575521004,poncho
0573085039,jean
0572797012,jersey
0579865002,wool
0572493002,wool
0576104005,wool
0570004106,jersey
0571969001,knee_pad
0570033001,jersey
0571188002,swimming_trunks
0579541026,cardigan
0577294018,quilt
0576897005,wool
0570333002,overskirt
0573448006,wool
0579910002,backpack
0572154002,wool
0578626001,wool
0574271002,pencil_box
0575579001,wool
0574605001,wool
0571812001,velvet
0574243003,swimming_trunks
0579365004,diaper
0576620001,brassiere
0570474018,wool
0578051004,jersey
0575839002,wool
0574109051,wool
0570232001,wool
0579541077,wool
0579541030,wool
0577750001,wool
0574058001,wool
0576222001,wool
0570004049,jersey
0573700001,wool
0576314001,sweatshirt
0579614004,wool
0572797032,jersey
0573152014,jersey
0578332001,wool
0571598003,wool
0578626008,wool
0579777005,wool
0577330006,ski_mask
0575172003,Windsor_tie
0571584002,bulletproof_vest
0577006014,Band_Aid
0570781002,swimming_trunks
0572958001,overskirt
0573149006,bulletproof_vest
0576333001,sweatshirt
0577230002,wool
0575488001,hoopskirt
0579010006,wool
0572938002,jean
0573937006,jean
0579302014,brassiere
0573716046,wool
0576775001,swimming_trunks
0579523001,fur_coat
0570004089,wool
0575488003,apron
0575316013,swimming_trunks
0572261003,shower_cap
0578133005,swimming_trunks
0574715001,pick
0573773004,sock
0571269002,wool
0579541015,cardigan
0575942004,stole
0573284055,jersey
0573716037,jean
0577948001,wool
0579692003,wool
0574226001,corkscrew
0579522001,kimono
0574723001,cardigan
0570431003,envelope
0576897007,jersey
0576146001,overskirt
0578630026,jersey
0575530002,wool
0579873004,handkerchief
0573658004,apron
0578589003,velvet
0574157001,wool
0575523012,jean
0576684003,apron
0573631008,jean
0573695001,starfish
0572957011,jean
0574340001,sweatshirt
0573085005,jean
0578369001,brassiere
0573085044,jean
0574064001,wool
0574312002,brassiere
0573017003,wool
0572472008,poncho
0577498003,jersey
0573631002,wallet
0573716039,jean
0572797047,jersey
0573626005,wool
0574109012,wool
0570003056,mortarboard
0577864002,jean
0577252001,wool
0579468006,poncho
0579571001,jean
0570002083,wool
0578876005,jersey
0573282010,jersey
0578483001,wool
0576661004,swimming_trunks
0578133001,swimming_trunks
0570994001,fur_coat
0576332001,wool
0571982019,diaper
0571729002,wool
0572187001,miniskirt
0574676001,vestment
0576244002,swimming_trunks
0576569002,jersey
0579990002,wool
0575519001,sweatshirt
0573152007,wool
0571982008,jean
0579302009,brassiere
0572124003,jean
0576107001,jersey
0574198002,Loafer
0570175001,clog
0573958002,swimming_trunks
0579777001,cardigan
0571092001,swimming_trunks
0572796010,jersey
0575501003,jean
0570319014,miniskirt
0571706003,hair_slide
0574675001,velvet
0575527009,wool
0574117001,wool
0576303004,wool
0573608014,wool
0575460009,wool
0577412001,hair_slide
0576453004,wool
0579847001,miniskirt
0578479001,chain_mail
0570033008,wool
0579941001,jean
0579777003,wallet
0576773008,swimming_trunks
0578234001,vestment
0576705001,wool
0577251001,wool
0573652001,jersey
0577425015,parachute
0579423001,poncho
0573284038,jersey
0571598047,wool
0579541037,poncho
0578599003,cardigan
0577027001,wool
0576661015,wool
0579165018,wool
0570003083,jersey
0579302008,brassiere
0578198002,Loafer
0573679001,wool
0572829001,velvet
0578816001,Loafer
0577513005,overskirt
0578020002,swimming_trunks
0570002013,jersey
0576941001,bulletproof_vest
0579010010,wool
0570974001,wool
0579322001,wool
0574212001,breastplate
0574750002,purse
0573282011,jersey
0570192001,jean
0572857003,bulletproof_vest
0576773012,wool
0578469001,wool
0572127020,overskirt
0575529001,poncho
0578597002,swimming_trunks
0575353001,pencil_sharpener
0575533016,jersey
0570163001,bow_tie
0579844003,jersey
0574586001,wool
0574058002,wool
0576773016,jean
0571188001,swimming_trunks
0570869001,wool
0575862001,brassiere
0575338012,Band_Aid
0572127013,overskirt
0578630031,wool
0576558001,wool
0571982012,jean
0572998016,jean
0577832001,pillow
0573285008,cardigan
0574454002,hook
0576262003,wool
0570233002,velvet
0579541038,sweatshirt
0576569005,jersey
0577935004,stole
0572573003,velvet
0575533002,jersey
0570004065,wool
0570319012,wool
0573605006,wool
0573378003,kimono
0579468002,overskirt
0579118001,jean
0579302011,brassiere
0576947007,jersey
0574109020,wool
0578166001,swimming_trunks
0574106002,wool
0573284062,jersey
0576736001,gown
0577179001,stole
0579629001,wool
0578470001,bulletproof_vest
0572797041,bulletproof_vest
0572480004,wool
0575960002,wool
0575974001,chain_mail
0573716009,suit
0572573006,velvet
0578876001,jersey
0570590001,miniskirt
0573284045,jersey
0579372003,wool
0577388003,wool
0577648004,velvet
0579508001,wool
0571529001,velvet
0570781006,swimming_trunks
0577494002,wallet
0574109011,wool
0577386001,velvet
0574063002,wool
0575447008,panpipe
0578630005,jersey
0573716007,swimming_trunks
0579010023,wool
0576224004,wool
0575004005,hair_slide
0571436034,jersey
0570002024,jersey
0571484006,brassiere
0579147001,wool
0579322004,chain_mail
0574528005,pajama
0577049001,cardigan
0577589001,wool
0570240003,wool
0577006003,handkerchief
0572859001,wool
0574198005,clog
0577294024,miniskirt
0575495003,sarong
0571598026,wool
0572023005,velvet
0578599005,wool
0576693002,mortarboard
0570150002,sandal
0573373001,face_powder
0576307001,wool
0576396001,poncho
0574718001,wool
0571342001,mortarboard
0578762001,letter_opener
0574057001,wool
0573282015,jersey
0579394001,miniskirt
0578716001,sweatshirt
0577675001,velvet
0575343001,gown
0573819001,brassiere
0572128002,wool
0575529006,wool
0570002079,wool
0573152021,wool
0577494003,mortarboard
0570004082,jersey
0570530006,jersey
0570002053,wool
0577425011,electric_guitar
0573875001,lampshade
0579010021,wool
0576775009,pajama
0578487012,wool
0574109017,stole
0579541076,wool
0570319021,wool
0572277009,perfume
0574112002,wool
0576672001,miniskirt
0570319050,miniskirt
0571451001,punching_bag
0571487002,brassiere
0574428006,jean
0570144001,clog
0579533001,jersey
0577245002,wool
0574454001,necklace
0575542004,wool
0573445003,diaper
0570003016,jersey
0574354002,jean
0578480001,wool
0578274001,jersey
0579837002,cleaver
0578416001,velvet
0573282024,jersey
0579147002,wool
0572277007,diaper
0579841003,sweatshirt
0579121003,jersey
0576897004,diaper
0574520003,swimming_trunks
0570474016,jersey
0571503011,jean
0571961001,sweatshirt
0578311010,hook
0571503004,pajama
0574750003,clog
0570574003,wool
0571436030,jersey
0571473004,poncho
0570459002,wool
0571598032,wool
0578739002,cardigan
0575522002,wool
0579527001,poncho
0571820002,wool
0573085030,jean
0577398001,abaya
0570004046,jersey
0572797050,chain_mail
0570004045,jersey
0577033002,cleaver
0573448007,wool
0573458001,velvet
0571598013,wool
0574684001,velvet
0571052008,miniskirt
0572955006,swimming_trunks
0575156004,jersey
0570342001,sweatshirt
0575819001,safety_pin
0579302012,brassiere
0578630006,sock
0578626020,wool
0570474011,wool
0572957012,swimming_trunks
0573631004,jean
0576557001,chain_mail
0573374001,sunglasses
0573716028,jean
0579873002,sweatshirt
0579976001,jean
0576098001,fur_coat
0577294025,quilt
0578984002,wool
0570003006,jersey
0579844005,jersey
0573054002,stole
0575533014,jersey
0570450001,overskirt
0574064002,poncho
0575836001,hammer
0572400014,sweatshirt
0573452001,brassiere
0570004105,jersey
0574168004,necklace
0573284058,jersey
0575293002,velvet
0576653004,wool
0578630009,wool
0573716005,lab_coat
0575172001,jean
0576661009,wool
0573398012,jersey
0575172005,pajama
0570002019,jersey
0575533013,jersey
0573094001,sarong
0573716012,jean
0575487005,diaper
0576773009,jean
0578148002,wool
0573716054,wool
0572238002,jersey
0578816007,clog
0572928001,swimming_trunks
0579410003,buckle
0570002048,mortarboard
0574198010,clog
0578696001,mailbag
0577151001,velvet
0570004053,jersey
0578859001,jersey
0575151001,hair_slide
0574109026,cardigan
0576998001,poncho
0576645001,cardigan
0570166001,poncho
0573410005,diaper
0574874006,swimming_trunks
0575236001,wool
0573652007,jersey
0572959001,jean
0577294012,wool
0577512004,stole
0571177005,snail
0574106001,wool
0576387004,clog
0578113001,jean
0579010031,wool
0570004115,wool
0578471005,trench_coat
0573414002,sweatshirt
0572582002,bulletproof_vest
0570003001,jersey
0573552001,kimono
0573728001,jersey
0571495001,bulletproof_vest
0577964002,wool
0570968002,wool
0573284067,jersey
0575141002,swimming_trunks
0570579006,velvet
0573716040,Windsor_tie
0578822002,wool
0572255001,paper_towel
0573085019,jean
0570319002,swimming_trunks
0572399006,wool
0579165017,sweatshirt
0578599001,cardigan
0577992001,paper_towel
0577498004,poncho
0576387003,clog
0571490001,brassiere
0572799001,chain_mail
0575533012,jersey
0576097001,velvet
0576202003,swimming_trunks
0579346001,stole
0577249003,sweatshirt
0573463001,wool
0576414001,mailbag
